ip,whois_network_age_days,port_count_bucket,has_non_web_ports,root_2xx_html,root_redirect_like,http_any_is_html,http_any_supports_http2,server_family,cert_present,cert_validation_group,cert_remaining_days,cert_chain_len,cert_recently_issued,cert_short_lived,cert_age_ratio,has_dns_names_data,dns_num_labels,dns_max_label_length,dns_label_entropy,dns_brand_plus_auth_combo,dns_has_brand_token,dns_suspicious_token_count,dns_has_digit_hyphen_pattern,dns_has_punycode,label
104.17.156.85,8.17948018535889,4_plus,1,0,0,1,1,edge_or_cdn,1,dv,6.747586526829315,0.6931471805599453,1,1,0.0,1,5,14,1.6934417444593015,0,0,2,1,0,0
74.6.143.25,8.784468454090355,2_3,0,0,0,1,1,other,1,ov_ev,6.71174039505618,0.6931471805599453,1,0,0.0,1,5,16,1.7904335114580283,0,0,3,1,0,0
157.240.203.60,8.056743774975313,2_3,1,0,0,1,1,other,1,ov_ev,6.661854740545311,0.6931471805599453,1,1,0.0,1,4,27,2.4578110636829162,0,0,2,1,0,0
18.66.195.95,6.946975992135418,2_3,0,0,0,1,0,edge_or_cdn,0,none_or_unknown,0.0,0.0,0,0,0.0,1,5,19,1.7682553399849326,0,0,2,1,0,0
185.199.111.153,7.805882040228621,2_3,0,0,0,1,1,edge_or_cdn,1,dv,6.680854678790215,1.0986122886681096,1,0,0.0,1,4,25,1.9513851458202145,0,1,5,1,0,0
185.15.58.224,8.296297112642508,2_3,0,0,0,1,1,other,1,dv,6.682108597449809,0.6931471805599453,1,1,0.0,1,4,10,2.1776594581327013,0,0,0,0,0,0
159.60.134.0,6.478509642208569,1,0,0,0,1,1,other,0,none_or_unknown,0.0,0.0,0,0,0.0,1,4,15,1.7184100736494903,0,0,2,0,0,0
20.112.250.133,7.726212650507529,2_3,0,0,0,0,1,common_self_managed,1,ov_ev,6.859614903654202,1.0986122886681096,1,0,0.0,1,4,27,2.1278539511201178,1,1,4,0,0,0
45.60.131.229,8.09376775793108,2_3,1,0,0,0,0,other,1,ov_ev,6.848005274576363,0.6931471805599453,1,0,0.0,1,2,8,1.729981250360578,0,0,1,0,0,0
13.107.246.60,8.07215530818825,2_3,0,0,0,1,0,other,0,none_or_unknown,0.0,0.0,0,0,0.0,1,4,24,1.8766369721384384,0,0,4,0,0,0
52.58.199.22,7.803843303538772,2_3,0,0,0,1,0,common_self_managed,0,none_or_unknown,0.0,0.0,0,0,0.0,1,5,16,1.68413659280295,0,1,3,1,0,0
23.196.137.248,8.249575150000199,2_3,0,0,0,1,0,edge_or_cdn,1,ov_ev,6.97166860472579,0.6931471805599453,1,0,0.0,1,5,18,2.6367767031233083,0,0,2,1,0,0
204.79.197.219,9.26955223160803,2_3,0,0,0,0,1,unknown,1,ov_ev,6.823286122355687,0.6931471805599453,1,0,0.0,1,5,20,1.7087568398700863,0,1,4,1,0,0
184.25.52.7,8.482808764554406,2_3,0,0,0,1,0,edge_or_cdn,1,ov_ev,6.762729506931879,0.6931471805599453,1,0,0.0,1,5,18,2.569874792471958,0,0,2,1,0,0
40.112.243.53,8.081784206935001,2_3,1,0,0,1,0,common_self_managed,1,ov_ev,6.849066282633458,0.6931471805599453,1,0,0.0,1,4,26,2.2658640743775145,1,1,6,1,0,0
52.200.46.40,8.020927718981577,1,0,0,0,0,1,unknown,1,dv,7.010311867307229,1.0986122886681096,1,0,0.0,1,4,16,2.5142207769634006,0,1,3,1,0,0
172.217.18.8,8.361240889642351,1,0,0,0,0,0,unknown,0,none_or_unknown,0.0,0.0,0,0,0.0,1,3,14,2.1559001923794736,0,0,2,1,0,0
104.18.13.15,8.17948018535889,4_plus,1,0,0,1,0,edge_or_cdn,0,none_or_unknown,0.0,0.0,0,0,0.0,1,5,29,2.2100776430277467,0,0,4,1,0,0
20.236.44.162,7.726212650507529,2_3,0,0,0,0,1,common_self_managed,1,ov_ev,6.859614903654202,1.0986122886681096,1,0,0.0,1,5,27,2.1309734395702242,1,1,4,0,0,0
195.47.247.9,8.927048647825695,2_3,0,0,0,1,1,other,0,none_or_unknown,0.0,0.0,0,0,0.0,1,3,12,1.396594792003729,0,0,0,0,0,0
157.240.203.174,8.056743774975313,2_3,0,0,0,1,1,other,1,ov_ev,6.661854740545311,0.6931471805599453,1,1,0.0,1,3,25,2.610248928461081,0,1,3,1,0,0
5.255.255.77,8.269756947532983,2_3,0,0,0,0,1,unknown,1,ov_ev,6.855408798609928,1.0986122886681096,1,0,0.0,1,5,13,1.7392355909865909,0,0,4,1,1,0
142.250.185.132,8.352318548226004,2_3,0,0,1,1,1,other,1,none_or_unknown,7.693025748417888,0.0,0,0,0.5999269939770031,1,3,14,2.18863159445458,0,0,2,1,0,0
23.20.255.17,7.212294468500341,1,0,0,0,0,0,unknown,0,none_or_unknown,0.0,0.0,0,0,0.0,1,4,16,2.5678729175080157,0,1,3,1,0,0
185.26.182.104,8.193676665955241,2_3,0,0,1,1,0,common_self_managed,1,dv,7.0326242610280065,1.0986122886681096,1,0,0.0,1,2,5,1.9534452978042591,0,0,0,0,0,0
198.143.164.252,8.354203562921775,2_3,0,0,1,1,1,common_self_managed,1,dv,6.741700694652055,0.6931471805599453,1,1,0.0,1,5,31,2.4176961302434017,1,1,5,1,0,0
124.251.34.141,0.0,2_3,0,0,0,1,0,unknown,1,dv,6.933423025730715,1.0986122886681096,1,0,0.0,1,2,6,1.6121972227029928,0,0,0,0,0,0
151.101.2.146,7.969703583278656,2_3,0,0,0,0,1,other,1,dv,6.579251212010101,0.6931471805599453,1,1,0.0,1,5,20,1.8892416803991552,0,0,0,0,0,0
151.101.0.84,7.969703583278656,2_3,0,0,0,0,1,other,1,ov_ev,6.873163834212518,0.6931471805599453,1,0,0.0,1,5,25,1.82403516218357,0,0,3,1,1,0
34.149.46.130,6.9930151229329605,2_3,0,0,0,0,1,other,1,ov_ev,6.833031732786201,0.6931471805599453,1,0,0.0,1,4,15,1.9880227157519388,0,0,2,1,0,0
157.240.203.35,8.056743774975313,2_3,0,0,0,1,1,other,1,ov_ev,6.661854740545311,0.6931471805599453,1,1,0.0,1,3,26,2.760395092512585,0,1,3,1,0,0
216.58.206.67,8.379768515504566,2_3,0,0,1,1,1,other,1,none_or_unknown,7.693025748417888,0.0,0,0,0.5999269939770031,1,3,15,1.9320340317797526,0,1,3,1,0,0
142.250.184.238,8.352318548226004,2_3,0,0,1,1,1,other,1,none_or_unknown,7.693025748417888,0.0,0,0,0.5999269939770031,1,3,14,2.2400006304243245,0,0,1,0,0,0
172.217.18.14,8.361240889642351,1,0,0,0,0,0,unknown,0,none_or_unknown,0.0,0.0,0,0,0.0,1,3,21,2.2537750296837733,0,0,2,1,0,0
5.61.23.39,6.313548046277095,1,0,0,0,0,0,unknown,1,ov_ev,6.821107472256465,1.3862943611198906,1,0,0.0,1,4,13,1.4368009943233693,0,0,1,0,0,0
18.200.8.190,7.7437032581737535,2_3,0,0,0,0,0,unknown,1,none_or_unknown,6.670766320845874,1.0986122886681096,1,1,0.0,1,5,16,2.5174443357520007,0,1,3,1,0,0
142.250.187.238,8.352318548226004,2_3,0,0,1,1,1,other,1,none_or_unknown,7.693025748417888,0.0,0,0,0.5999269939770031,1,3,16,2.189107363731409,0,0,2,1,0,0
147.67.34.45,9.889591447344017,2_3,0,0,0,1,0,unknown,1,ov_ev,6.863803391452954,0.6931471805599453,1,0,0.0,1,2,6,1.792481250360578,0,0,0,0,0,0
184.25.52.209,8.482808764554406,2_3,0,0,0,1,0,edge_or_cdn,1,ov_ev,6.947937068614969,0.6931471805599453,1,0,0.0,1,5,18,2.5958427112373013,0,0,2,1,0,0
128.116.13.3,7.660114319173928,2_3,0,0,0,1,1,unknown,1,ov_ev,6.8966943316227125,1.0986122886681096,1,0,0.0,0,0,0,0.0,0,0,0,0,0,0
172.217.23.110,8.361240889642351,2_3,0,0,1,1,0,other,1,none_or_unknown,7.693025748417888,0.0,0,0,0.5999269939770031,1,3,16,2.1890132938565845,0,0,2,1,0,0
83.224.69.202,8.760296220470051,2_3,0,0,0,1,0,edge_or_cdn,1,ov_ev,6.694562058521095,0.6931471805599453,1,0,0.0,0,0,0,0.0,0,0,0,0,0,0
35.190.14.201,7.878155336503324,1,0,0,1,1,0,unknown,0,none_or_unknown,0.0,0.0,0,0,0.0,1,7,24,2.0209694778496337,1,1,5,1,0,0
142.251.141.66,8.352318548226004,2_3,0,0,1,1,1,other,1,none_or_unknown,7.693025748417888,0.0,0,0,0.5999269939770031,1,3,15,2.037709841420636,0,0,2,1,0,0
217.20.156.72,6.601230118728877,1,0,0,0,0,0,unknown,1,ov_ev,6.9584483932976555,1.0986122886681096,1,0,0.0,1,3,9,1.7034950467833434,0,0,2,0,0,0
149.154.167.99,8.129174996911793,2_3,0,0,1,1,1,common_self_managed,1,dv,6.893656354602635,1.0986122886681096,1,0,0.0,1,5,31,1.402700478694896,0,0,3,1,0,0
20.76.201.171,7.726212650507529,2_3,0,0,0,0,1,common_self_managed,1,ov_ev,6.859614903654202,1.0986122886681096,1,0,0.0,1,5,27,2.1158616511020374,1,1,4,0,0,0
172.217.16.174,8.361240889642351,2_3,0,0,1,1,1,other,1,none_or_unknown,7.693025748417888,0.0,0,0,0.5999269939770031,1,3,16,2.0660004964282703,0,0,2,1,0,0
13.32.220.58,7.632885505395133,2_3,0,0,0,1,0,edge_or_cdn,0,none_or_unknown,0.0,0.0,0,0,0.0,1,5,19,2.102851471294847,0,0,2,1,0,0
108.139.243.114,6.881411303642535,2_3,0,0,0,1,0,edge_or_cdn,0,none_or_unknown,0.0,0.0,0,0,0.0,1,5,22,2.0794682436448175,0,0,2,1,0,0
67.199.248.11,7.927324360309794,2_3,0,0,1,1,1,common_self_managed,1,ov_ev,6.703188113240863,0.6931471805599453,1,0,0.0,1,3,3,1.0339850002884625,0,0,0,0,0,0
211.45.27.231,0.0,2_3,0,1,0,1,0,unknown,1,ov_ev,6.756932389247553,1.0986122886681096,1,0,0.0,1,4,18,1.7868415766347063,0,0,2,0,0,0
