ip,continent,bgp_prefix_len,whois_network_age_days,provider_is_hosting,num_distinct_ports,has_80,has_443,web_server,http_root_any_present,http_any_status_class,http_any_redirect_like,http_any_body_size,http_any_supports_http2,http_any_is_html,http_any_meta_refresh,has_http_80_data,has_http_443_data,cert_age_days,cert_lifetime_days,cert_remaining_days,cert_validation_level,cert_is_letsencrypt,cert_san_count,cert_is_wildcard,cert_chain_len,has_cert_data,has_reverse_dns,num_dns_names_capped,dns_has_suspicious_tokens,has_dns_names_data,label
162.125.248.18,North America,24,8.231376045573969,0,1.0986122886681096,1,1,other,1,4xx,0,7.1180162044653335,1,1,0,1,1,3.9318256327243257,4.543294782270004,3.7612001156935624,ov,0,1.0986122886681096,1,0.6931471805599453,1,0,0.6931471805599453,0,1,0
95.101.123.96,Europe,23,8.675904882571059,0,1.0986122886681096,1,1,other,1,4xx,0,5.739792912179234,0,1,0,1,0,0.0,0.0,0.0,none,0,0.0,0,0.0,0,1,0.0,0,0,0
172.66.0.227,North America,22,8.300280189852664,1,2.639057329615259,1,1,cloudflare,1,4xx,0,5.537334267018537,0,1,0,1,1,0.0,0.0,0.0,none,0,0.0,0,0.0,0,0,3.9318256327243257,1,1,0
23.185.0.4,North America,24,8.128585200374497,0,1.0986122886681096,1,1,unknown,1,4xx,0,6.340359303727752,0,1,0,1,1,3.1354942159291497,4.51085950651685,4.219507705176107,dv,1,2.0794415416798357,1,0.6931471805599453,1,0,3.9318256327243257,0,1,0
83.224.69.224,Europe,20,8.877381954654766,0,1.0986122886681096,1,1,other,1,4xx,0,5.746203190540153,0,1,0,1,1,5.860786223465865,5.905361848054571,2.772588722239781,ov,0,1.791759469228055,1,0.6931471805599453,1,0,0.0,0,0,0
52.96.172.98,North America,14,8.23031079913502,0,2.1972245773362196,1,1,iis,1,3xx,1,0.0,1,0,0,1,1,4.736198448394496,5.902633333401366,5.529429087511423,ov,0,3.1780538303479458,1,0.6931471805599453,1,0,3.9318256327243257,1,1,0
104.16.248.249,North America,20,8.379997952238393,1,2.639057329615259,1,1,cloudflare,1,4xx,0,5.0238805208462765,0,1,0,1,1,4.127134385045092,5.87493073085203,5.683579767338681,ov,0,2.0794415416798357,1,0.6931471805599453,1,0,2.1972245773362196,0,1,0
204.79.197.212,North America,24,9.341544057591527,0,1.0986122886681096,1,1,unknown,1,4xx,0,5.272999558563747,1,0,0,1,1,5.147494476813453,5.902633333401366,5.267858159063328,ov,0,2.70805020110221,1,0.6931471805599453,1,1,3.9318256327243257,0,1,0
216.58.206.33,Europe,23,8.546751993657782,0,1.0986122886681096,1,1,other,1,3xx,1,5.393627546352361,1,1,0,1,1,8.313852267398207,8.608860379942062,7.24422751560335,unknown,0,0.6931471805599453,0,0.0,1,1,1.0986122886681096,0,1,0
140.82.121.3,Europe,24,7.962067308753666,0,1.3862943611198906,1,1,unknown,1,3xx,1,0.0,1,0,0,1,1,4.04305126783455,4.51085950651685,3.5263605246161616,dv,0,1.0986122886681096,0,1.0986122886681096,1,1,2.302585092994046,0,1,0
151.101.3.1,North America,22,8.211754397375197,0,1.0986122886681096,1,1,other,1,4xx,0,5.676753802268282,1,0,0,1,1,5.351858133476067,5.902633333401366,5.043425116919247,ev,0,4.430816798843313,0,0.6931471805599453,1,0,3.9318256327243257,1,1,0
31.177.80.4,Europe,24,8.192016914536875,0,0.0,0,0,unknown,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,none,0,0.0,0,0.0,0,1,1.6094379124341003,0,1,0
213.180.204.242,Europe,19,8.691482576512929,0,1.0986122886681096,1,1,unknown,1,4xx,0,9.373648989588206,0,1,0,1,1,4.890349128221754,5.204006687076795,3.8918202981106265,ov,0,4.204692619390966,1,1.0986122886681096,1,1,3.9318256327243257,1,1,0
192.0.80.241,North America,24,8.48714627006394,0,1.0986122886681096,1,1,nginx,1,3xx,1,4.9344739331306915,1,1,0,1,1,3.091042453358316,4.51085950651685,4.23410650459726,dv,1,1.0986122886681096,1,0.6931471805599453,1,0,1.6094379124341003,0,1,0
217.70.185.65,Europe,20,8.61830469278465,0,1.0986122886681096,1,1,other,1,4xx,0,5.3471075307174685,0,1,0,1,1,5.707110264748875,5.986452005284438,4.574710978503383,dv,0,1.0986122886681096,0,1.0986122886681096,1,1,2.772588722239781,0,1,0
203.205.254.157,Asia,23,0.0,0,1.0986122886681096,1,1,unknown,1,4xx,0,5.0106352940962555,1,1,0,1,1,4.836281906951478,5.976350909297934,5.5909869805108565,ov,0,1.0986122886681096,1,0.6931471805599453,1,0,3.9318256327243257,0,1,0
104.16.132.229,North America,20,8.379997952238393,1,2.639057329615259,1,1,cloudflare,1,4xx,0,5.0238805208462765,1,1,0,1,1,3.912023005428146,4.51085950651685,3.713572066704308,dv,0,1.791759469228055,1,1.0986122886681096,1,0,3.9318256327243257,0,1,0
23.55.104.19,Europe,24,8.595264726836392,0,1.0986122886681096,1,1,other,1,4xx,0,5.746203190540153,0,1,0,1,0,0.0,0.0,0.0,none,0,0.0,0,0.0,0,1,0.0,0,0,0
89.221.239.1,Europe,22,6.892641641172089,0,1.0986122886681096,1,1,nginx,1,3xx,1,3.6375861597263857,1,1,0,1,1,4.890349128221754,5.986452005284438,5.579729825986222,ov,0,1.9459101490553132,1,1.0986122886681096,1,1,3.7612001156935624,1,1,0
204.93.207.22,North America,19,8.717518372649767,1,1.791759469228055,1,1,unknown,1,5xx,0,4.68213122712422,0,1,0,1,1,4.330733340286331,4.51085950651685,2.70805020110221,dv,1,0.6931471805599453,0,0.6931471805599453,1,1,3.9318256327243257,0,1,0
98.82.161.185,North America,13,6.60934924316738,0,1.0986122886681096,1,1,unknown,1,4xx,0,4.276666119016055,0,1,0,1,1,3.4011973816621555,5.877735781779639,5.7899601708972535,dv,0,3.8712010109078907,1,1.0986122886681096,1,1,1.9459101490553132,1,1,0
194.226.65.229,Europe,20,7.850882664809852,0,0.0,0,0,unknown,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,none,0,0.0,0,0.0,0,1,0.0,0,0,0
142.251.208.9,Europe,24,8.523572798380277,0,1.0986122886681096,1,1,other,1,3xx,1,5.393627546352361,1,1,0,1,1,8.313852267398207,8.608860379942062,7.24422751560335,unknown,0,0.6931471805599453,0,0.0,1,1,0.0,0,0,0
172.217.20.142,Europe,24,8.531096096585228,0,1.0986122886681096,1,1,other,1,3xx,1,5.393627546352361,1,1,0,1,1,8.313852267398207,8.608860379942062,7.24422751560335,unknown,0,0.6931471805599453,0,0.0,1,1,1.3862943611198906,0,1,0
34.160.35.160,North America,16,7.53955882930103,1,0.6931471805599453,1,0,unknown,1,4xx,0,4.990432586778736,0,1,0,1,0,0.0,0.0,0.0,none,0,0.0,0,0.0,0,1,1.0986122886681096,0,1,0
72.21.206.80,North America,19,8.953381472167242,0,0.6931471805599453,1,0,unknown,1,4xx,0,5.4680601411351315,0,1,0,1,0,0.0,0.0,0.0,none,0,0.0,0,0.0,0,1,3.9318256327243257,1,1,0
20.231.239.246,North America,10,8.025843344150903,0,1.0986122886681096,1,1,iis,1,4xx,0,7.9748769005588755,1,0,0,1,1,3.044522437723423,5.198497031265826,5.075173815233827,ov,0,0.6931471805599453,0,1.0986122886681096,1,0,3.9318256327243257,1,1,0
35.186.224.24,North America,16,8.14060704285845,1,1.0986122886681096,1,1,other,1,4xx,0,0.0,1,0,0,1,1,3.1354942159291497,3.6375861597263857,2.70805020110221,ov,0,0.6931471805599453,0,0.6931471805599453,1,1,3.9318256327243257,1,1,0
142.251.208.164,Europe,24,8.523572798380277,0,1.0986122886681096,1,1,other,1,3xx,1,5.393627546352361,1,1,0,1,1,8.313852267398207,8.608860379942062,7.24422751560335,unknown,0,0.6931471805599453,0,0.0,1,1,0.0,0,0,0
151.101.193.140,North America,22,8.211754397375197,0,1.0986122886681096,1,1,other,1,4xx,0,5.676753802268282,1,0,0,1,1,4.605170185988092,5.198497031265826,4.394449154672439,ov,0,1.0986122886681096,1,0.6931471805599453,1,0,3.9318256327243257,1,1,0
13.107.6.156,North America,24,8.293049139768444,0,1.0986122886681096,1,1,unknown,1,4xx,0,5.272999558563747,1,0,0,1,1,4.143134726391533,5.198497031265826,4.770684624465665,ov,0,0.6931471805599453,1,0.6931471805599453,1,0,3.9318256327243257,1,1,0
95.100.181.17,Europe,24,8.647519453091812,0,1.0986122886681096,1,1,other,1,4xx,0,5.746203190540153,0,1,0,1,1,5.860786223465865,5.905361848054571,2.772588722239781,ov,0,1.791759469228055,1,0.6931471805599453,1,0,0.0,0,0,0
151.101.193.6,North America,22,8.211754397375197,0,1.0986122886681096,1,1,other,1,4xx,0,5.676753802268282,0,0,0,1,1,5.123963979403259,5.986452005284438,5.438079308923196,dv,0,0.6931471805599453,0,0.6931471805599453,1,0,3.4965075614664802,0,1,0
142.250.201.68,Europe,24,8.523572798380277,0,1.0986122886681096,1,1,other,1,3xx,1,5.393627546352361,1,1,0,1,1,8.313852267398207,8.608860379942062,7.24422751560335,unknown,0,0.6931471805599453,0,0.0,1,1,0.0,0,0,0
8.8.4.4,North America,24,6.680854678790215,0,1.3862943611198906,0,1,unknown,1,3xx,1,5.37989735354046,1,1,0,0,1,3.6109179126442243,4.442651256490317,3.8712010109078907,dv,0,2.0794415416798357,1,1.0986122886681096,1,1,3.9318256327243257,1,1,0
104.17.156.85,North America,20,8.379997952238393,1,2.639057329615259,1,1,cloudflare,1,4xx,0,5.0238805208462765,1,1,0,1,1,3.4339872044851463,4.51085950651685,4.0943445622221,dv,1,0.6931471805599453,0,0.6931471805599453,1,0,3.6888794541139363,0,1,0
74.6.143.25,North America,24,8.898911905794401,0,1.0986122886681096,1,1,unknown,1,4xx,0,8.48920515487607,1,1,0,1,1,4.997212273764115,5.181783550292085,3.4011973816621555,ov,0,2.833213344056216,1,0.6931471805599453,1,0,3.9318256327243257,1,1,0
157.240.203.60,Europe,24,8.280711075662847,0,1.3862943611198906,1,1,other,1,4xx,0,4.624972813284271,1,1,0,1,1,4.624972813284271,4.5217885770490405,0.0,ov,0,2.0794415416798357,1,0.6931471805599453,1,1,3.9318256327243257,0,1,0
18.66.195.95,Europe,24,7.513163545234075,0,1.0986122886681096,1,1,other,1,4xx,0,6.82001636467413,0,1,0,1,0,0.0,0.0,0.0,none,0,0.0,0,0.0,0,1,0.6931471805599453,0,1,0
185.199.111.153,North America,24,8.085486772102845,0,1.0986122886681096,1,1,other,1,4xx,0,9.117786390365575,1,1,0,1,1,5.891644211825771,5.905361848054571,1.6094379124341003,dv,0,2.0794415416798357,1,1.0986122886681096,1,1,3.9318256327243257,1,1,0
185.15.58.224,Europe,24,8.476579508530941,0,1.0986122886681096,1,1,unknown,1,4xx,0,4.51085950651685,1,1,0,1,1,4.442651256490317,4.51085950651685,1.791759469228055,dv,1,3.7376696182833684,1,0.6931471805599453,1,1,1.6094379124341003,0,1,0
159.60.134.0,North America,20,7.274479558773871,0,0.6931471805599453,1,0,unknown,1,4xx,0,5.736572297479192,0,1,0,1,0,0.0,0.0,0.0,none,0,0.0,0,0.0,0,0,3.5263605246161616,0,1,0
20.112.250.133,North America,10,8.025843344150903,0,1.0986122886681096,1,1,iis,1,4xx,0,7.9748769005588755,1,0,0,1,1,3.044522437723423,5.198497031265826,5.075173815233827,ov,0,0.6931471805599453,0,1.0986122886681096,1,0,3.9318256327243257,1,1,0
45.60.131.229,North America,24,8.310414994188292,0,1.0986122886681096,0,0,other,0,0,0,0.0,0,0,0,0,0,5.442417710521793,5.942799375126701,5.0106352940962555,ev,0,2.302585092994046,0,0.6931471805599453,1,0,1.0986122886681096,0,1,0
13.107.246.60,North America,14,8.293049139768444,0,1.0986122886681096,1,1,other,1,4xx,0,7.566311014772463,0,1,0,1,1,0.0,0.0,0.0,none,0,0.0,0,0.0,0,0,3.9318256327243257,1,1,0
52.58.199.22,Europe,15,8.08394570229562,0,1.0986122886681096,1,1,nginx,1,4xx,0,5.545177444479562,0,1,0,1,1,0.0,0.0,0.0,none,0,0.0,0,0.0,0,1,2.639057329615259,0,1,0
23.196.137.248,Europe,21,8.43771698991444,0,1.0986122886681096,1,1,other,1,4xx,0,5.746203190540153,0,1,0,1,1,4.564348191467836,5.91350300563827,5.6131281063880705,ov,0,1.0986122886681096,1,0.6931471805599453,1,1,0.0,0,0,0
204.79.197.219,North America,24,9.341544057591527,0,1.0986122886681096,1,1,unknown,1,4xx,0,5.272999558563747,1,0,0,1,1,3.9889840465642745,5.198497031265826,4.844187086458591,ov,0,0.6931471805599453,1,0.6931471805599453,1,0,3.9318256327243257,1,1,0
184.25.52.7,Europe,22,8.634620608292202,0,1.0986122886681096,1,1,other,1,4xx,0,5.746203190540153,0,1,0,1,1,5.680172609017068,5.902633333401366,4.290459441148391,ov,0,1.0986122886681096,1,0.6931471805599453,1,1,0.0,0,0,0
40.112.243.53,North America,13,8.300776960851454,0,1.3862943611198906,1,1,iis,1,4xx,0,7.889084407035514,0,1,0,1,1,3.4339872044851463,5.198497031265826,5.0106352940962555,ov,0,2.4849066497880004,1,0.6931471805599453,1,0,3.9318256327243257,1,1,0
52.200.46.40,North America,13,8.252185436003328,0,0.6931471805599453,0,1,unknown,1,4xx,0,3.4011973816621555,1,0,0,0,1,4.382026634673881,5.981414211254481,5.755742213586912,dv,0,0.6931471805599453,0,1.0986122886681096,1,1,0.6931471805599453,0,1,0
172.217.18.8,Europe,24,8.531096096585228,0,0.0,0,0,unknown,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,none,0,0.0,0,0.0,0,1,1.3862943611198906,0,1,0
104.18.13.15,North America,20,8.379997952238393,1,2.639057329615259,1,1,cloudflare,1,4xx,0,5.537334267018537,0,1,0,1,1,0.0,0.0,0.0,none,0,0.0,0,0.0,0,0,3.9318256327243257,1,1,0
20.236.44.162,North America,10,8.025843344150903,0,1.0986122886681096,1,1,iis,1,4xx,0,7.9748769005588755,1,0,0,1,1,3.044522437723423,5.198497031265826,5.075173815233827,ov,0,0.6931471805599453,0,1.0986122886681096,1,0,3.9318256327243257,1,1,0
195.47.247.9,Europe,24,9.027018314848645,0,1.0986122886681096,1,1,other,1,5xx,0,9.720945971538624,0,1,0,1,0,0.0,0.0,0.0,none,0,0.0,0,0.0,0,1,2.302585092994046,0,1,0
157.240.203.174,Europe,24,8.280711075662847,0,1.0986122886681096,1,1,other,1,4xx,0,4.663439094112067,1,1,0,1,1,4.624972813284271,4.5217885770490405,0.0,ov,0,1.9459101490553132,1,0.6931471805599453,1,1,0.0,0,0,0
5.255.255.77,Europe,24,8.454466361507933,0,1.0986122886681096,1,1,unknown,1,4xx,0,0.0,1,0,0,1,1,3.258096538021482,5.204006687076795,5.056245805348308,ov,0,3.970291913552122,1,1.0986122886681096,1,1,3.7376696182833684,1,1,0
142.250.185.132,Europe,24,8.523572798380277,0,1.0986122886681096,1,1,other,1,3xx,1,5.393627546352361,1,1,0,1,1,8.313852267398207,8.608860379942062,7.24422751560335,unknown,0,0.6931471805599453,0,0.0,1,1,1.0986122886681096,0,1,0
23.20.255.17,North America,15,7.672292455628756,0,0.0,0,0,unknown,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,none,0,0.0,0,0.0,0,1,0.0,0,0,0
185.26.182.104,Europe,22,8.391629968440892,0,1.0986122886681096,1,1,nginx,1,3xx,1,5.093750200806762,0,1,0,1,1,4.02535169073515,5.983936280687191,5.831882477283517,dv,0,1.0986122886681096,1,1.0986122886681096,1,1,0.6931471805599453,0,1,0
198.143.164.252,North America,24,8.525161361065415,0,1.0986122886681096,1,1,nginx,1,3xx,1,0.0,1,1,0,1,1,3.58351893845611,4.51085950651685,4.007333185232471,dv,1,1.0986122886681096,1,0.6931471805599453,1,0,3.9318256327243257,1,1,0
124.251.34.141,Asia,19,0.0,0,1.0986122886681096,1,1,unknown,1,4xx,0,5.231108616854587,0,1,0,1,1,5.093750200806762,5.983936280687191,5.455321115357702,dv,0,1.0986122886681096,0,1.0986122886681096,1,0,1.3862943611198906,0,1,0
151.101.2.146,North America,22,8.211754397375197,0,1.0986122886681096,1,1,other,1,4xx,0,5.676753802268282,1,0,0,1,1,4.634728988229636,3.4339872044851463,0.0,dv,0,1.9459101490553132,1,0.6931471805599453,1,0,1.9459101490553132,0,1,0
151.101.0.84,North America,22,8.211754397375197,0,1.0986122886681096,1,1,other,1,4xx,0,5.676753802268282,1,0,0,1,1,5.389071729816501,5.973809611869261,5.159055299214529,ov,0,4.574710978503383,1,0.6931471805599453,1,0,3.9318256327243257,1,1,0
34.149.46.130,North America,14,7.53955882930103,1,1.0986122886681096,1,1,unknown,1,4xx,0,0.0,1,0,0,1,1,5.438079308923196,5.902633333401366,4.912654885736052,ov,0,3.5553480614894135,1,0.6931471805599453,1,0,2.8903717578961645,0,1,0
157.240.203.35,Europe,24,8.280711075662847,0,1.0986122886681096,1,1,other,1,4xx,0,7.341483852363161,1,1,0,1,1,4.624972813284271,4.5217885770490405,0.0,ov,0,2.4849066497880004,1,0.6931471805599453,1,1,0.0,0,0,0
216.58.206.67,Europe,23,8.546751993657782,0,1.0986122886681096,1,1,other,1,3xx,1,5.393627546352361,1,1,0,1,1,8.313852267398207,8.608860379942062,7.24422751560335,unknown,0,0.6931471805599453,0,0.0,1,1,1.791759469228055,0,1,0
142.250.184.238,Europe,24,8.523572798380277,0,1.0986122886681096,1,1,other,1,3xx,1,5.393627546352361,1,1,0,1,1,8.313852267398207,8.608860379942062,7.24422751560335,unknown,0,0.6931471805599453,0,0.0,1,0,2.3978952727983707,0,1,0
172.217.18.14,Europe,24,8.531096096585228,0,0.0,0,0,unknown,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,none,0,0.0,0,0.0,0,1,1.9459101490553132,0,1,0
5.61.23.39,Europe,21,7.203405521083095,0,0.6931471805599453,0,1,unknown,1,4xx,0,0.0,0,0,0,0,1,5.6131281063880705,5.986452005284438,4.820281565605037,ov,0,1.0986122886681096,1,1.3862943611198906,1,1,1.0986122886681096,0,1,0
18.200.8.190,Europe,16,8.038834757787749,0,1.0986122886681096,1,1,unknown,1,4xx,0,2.0794415416798357,0,0,0,1,1,2.9444389791664403,2.70805020110221,0.0,unknown,0,3.044522437723423,0,1.0986122886681096,1,1,0.0,0,0,0
142.250.187.238,Europe,15,8.523572798380277,0,1.0986122886681096,1,1,other,1,3xx,1,5.393627546352361,1,1,0,1,1,8.313852267398207,8.608860379942062,7.24422751560335,unknown,0,0.6931471805599453,0,0.0,1,1,0.6931471805599453,0,1,0
147.67.34.45,Europe,17,9.92896034850916,0,1.0986122886681096,1,1,unknown,1,4xx,0,6.466144724237619,0,1,0,1,1,5.337538079701318,5.921578419643816,5.10594547390058,ov,0,1.0986122886681096,0,0.6931471805599453,1,0,0.6931471805599453,0,1,0
184.25.52.209,Europe,22,8.634620608292202,0,1.0986122886681096,1,1,other,1,4xx,0,5.739792912179234,0,1,0,1,1,4.787491742782046,5.910796644040527,5.517452896464707,ov,0,4.605170185988092,0,0.6931471805599453,1,1,0.0,0,0,0
128.116.13.3,Europe,24,7.97728198675515,0,1.0986122886681096,1,1,unknown,1,4xx,0,4.343805421853684,1,1,0,1,1,5.135798437050262,5.905361848054571,5.2832037287379885,ov,0,1.0986122886681096,1,1.0986122886681096,1,0,0.0,0,0,0
172.217.23.110,Europe,24,8.531096096585228,0,1.0986122886681096,1,1,other,1,3xx,1,5.393627546352361,0,1,0,0,1,8.313852267398207,8.608860379942062,7.24422751560335,unknown,0,0.6931471805599453,0,0.0,1,0,1.3862943611198906,0,1,0
83.224.69.202,Europe,20,8.877381954654766,0,1.0986122886681096,1,1,other,1,4xx,0,5.746203190540153,0,1,0,1,1,5.860786223465865,5.905361848054571,2.772588722239781,ov,0,1.791759469228055,1,0.6931471805599453,1,0,0.0,0,0,0
35.190.14.201,North America,16,8.14060704285845,1,0.6931471805599453,1,0,unknown,1,3xx,1,0.0,0,1,0,1,0,0.0,0.0,0.0,none,0,0.0,0,0.0,0,1,3.9318256327243257,1,1,0
142.251.141.66,Europe,24,8.523572798380277,0,1.0986122886681096,1,1,other,1,3xx,1,5.393627546352361,1,1,0,1,1,8.313852267398207,8.608860379942062,7.24422751560335,unknown,0,0.6931471805599453,0,0.0,1,1,0.0,0,0,0
217.20.156.72,Europe,20,7.331714969726466,0,0.6931471805599453,0,1,unknown,0,0,0,0.0,0,0,0,0,0,4.9344739331306915,5.986452005284438,5.556828061699537,ov,0,1.6094379124341003,1,1.0986122886681096,1,0,2.4849066497880004,0,1,0
149.154.167.99,Europe,23,8.339023005744759,0,1.0986122886681096,1,1,nginx,1,3xx,1,0.0,1,1,0,1,1,5.318119993844216,5.986452005284438,5.267858159063328,dv,0,1.0986122886681096,1,1.0986122886681096,1,0,3.9318256327243257,0,1,0
20.76.201.171,Europe,10,8.025843344150903,0,1.0986122886681096,1,1,iis,1,4xx,0,7.9748769005588755,1,0,0,1,1,3.044522437723423,5.198497031265826,5.075173815233827,ov,0,0.6931471805599453,0,1.0986122886681096,1,0,3.9318256327243257,1,1,0
172.217.16.174,Europe,24,8.531096096585228,0,1.0986122886681096,1,1,other,1,3xx,1,5.393627546352361,1,1,0,1,1,8.313852267398207,8.608860379942062,7.24422751560335,unknown,0,0.6931471805599453,0,0.0,1,1,1.9459101490553132,0,1,0
13.32.220.58,Europe,21,7.957527402230773,0,1.0986122886681096,1,1,other,1,4xx,0,6.82001636467413,0,1,0,1,0,0.0,0.0,0.0,none,0,0.0,0,0.0,0,1,0.6931471805599453,0,1,0
108.139.243.114,Europe,21,7.476472381163905,0,1.0986122886681096,1,1,other,1,4xx,0,6.82001636467413,0,1,0,1,0,0.0,0.0,0.0,none,0,0.0,0,0.0,0,1,0.0,0,0,0
67.199.248.11,North America,24,8.1786387885907,1,1.0986122886681096,1,1,nginx,1,3xx,1,4.718498871295094,1,1,0,1,1,5.83773044716594,5.902633333401366,3.1354942159291497,ev,0,1.0986122886681096,0,0.6931471805599453,1,1,1.0986122886681096,0,1,0
211.45.27.231,Asia,19,0.0,0,1.0986122886681096,1,1,unknown,1,2xx,0,10.0853089842884,0,1,1,1,1,5.799092654460526,5.986452005284438,4.219507705176107,ov,0,1.0986122886681096,1,1.0986122886681096,1,0,3.6109179126442243,0,1,0
