ip,whois_network_age_days,provider_is_hosting,num_distinct_ports,port_count_bucket,has_non_web_ports,http_observed,root_2xx_html,root_redirect_like,http_any_is_html,http_any_supports_http2,server_family,cert_present,cert_validation_group,cert_remaining_days,cert_chain_len,cert_recently_issued,cert_short_lived,cert_age_ratio,has_dns_names_data,dns_suspicious_token_count,dns_has_auth_token,dns_has_brand_token,dns_name_depth,dns_has_punycode,dns_has_digit_hyphen_pattern,label
172.217.18.8,8.361240889642351,1,0.0,1,0,0,0,0,0,0,unknown,0,none_or_unknown,0.0,0.0,0,0,0.0,1,0,0,0,1.0,0,1,0
104.18.13.15,8.17948018535889,1,2.639057329615259,4_plus,1,1,0,0,1,0,edge_or_cdn,0,none_or_unknown,0.0,0.0,0,0,0.0,1,3,1,0,0.84,0,1,0
20.236.44.162,7.726212650507529,0,1.0986122886681096,2_3,0,1,0,0,0,1,common_self_managed,1,ov_ev,6.859614903654202,1.0986122886681096,1,0,0.0,1,3,1,1,0.7,0,0,0
195.47.247.9,8.927048647825695,0,1.0986122886681096,2_3,0,1,0,0,1,0,other,0,none_or_unknown,0.0,0.0,0,0,0.0,1,0,0,0,0.5555555555555556,0,0,0
157.240.203.174,8.056743774975313,0,1.0986122886681096,2_3,0,1,0,0,1,1,other,1,ov_ev,6.661854740545311,0.6931471805599453,1,1,0.0,0,0,0,0,0.0,0,0,0
5.255.255.77,8.269756947532983,0,1.0986122886681096,2_3,0,1,0,0,0,1,unknown,1,ov_ev,6.855408798609928,1.0986122886681096,1,0,0.0,1,2,0,0,0.8048780487804879,1,1,0
142.250.185.132,8.352318548226004,1,1.0986122886681096,2_3,0,1,0,1,1,1,other,1,none_or_unknown,7.693025748417888,0.0,0,0,0.5999269939770031,1,0,0,0,1.0,0,1,0
23.20.255.17,7.212294468500341,1,0.0,1,0,0,0,0,0,0,unknown,0,none_or_unknown,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0
185.26.182.104,8.193676665955241,0,1.0986122886681096,2_3,0,1,0,1,1,0,common_self_managed,1,dv,7.0326242610280065,1.0986122886681096,1,0,0.0,1,0,0,0,0.0,0,0,0
198.143.164.252,8.354203562921775,0,1.0986122886681096,2_3,0,1,0,1,1,1,common_self_managed,1,dv,6.741700694652055,0.6931471805599453,1,1,0.0,1,2,1,0,1.51,0,1,0
124.251.34.141,0.0,0,1.0986122886681096,2_3,0,1,0,0,1,0,unknown,1,dv,6.933423025730715,1.0986122886681096,1,0,0.0,1,0,0,0,0.0,0,0,0
151.101.2.146,7.969703583278656,0,1.0986122886681096,2_3,0,1,0,0,0,1,other,1,dv,6.579251212010101,0.6931471805599453,1,1,0.0,1,0,0,0,1.1666666666666667,0,0,0
151.101.0.84,7.969703583278656,0,1.0986122886681096,2_3,0,1,0,0,0,1,other,1,ov_ev,6.873163834212518,0.6931471805599453,1,0,0.0,1,1,0,0,0.76,1,1,0
34.149.46.130,6.9930151229329605,1,1.0986122886681096,2_3,0,1,0,0,0,1,unknown,1,ov_ev,6.833031732786201,0.6931471805599453,1,0,0.0,1,1,1,0,1.0,0,1,0
157.240.203.35,8.056743774975313,0,1.0986122886681096,2_3,0,1,0,0,1,1,other,1,ov_ev,6.661854740545311,0.6931471805599453,1,1,0.0,0,0,0,0,0.0,0,0,0
216.58.206.67,8.379768515504566,1,1.0986122886681096,2_3,0,1,0,1,1,1,other,1,none_or_unknown,7.693025748417888,0.0,0,0,0.5999269939770031,1,1,0,1,0.8,0,1,0
142.250.184.238,8.352318548226004,1,1.0986122886681096,2_3,0,1,0,1,1,1,other,1,none_or_unknown,7.693025748417888,0.0,0,0,0.5999269939770031,1,0,0,0,0.3,0,0,0
172.217.18.14,8.361240889642351,1,0.0,1,0,0,0,0,0,0,unknown,0,none_or_unknown,0.0,0.0,0,0,0.0,1,0,0,0,0.5,0,1,0
5.61.23.39,6.313548046277095,0,0.6931471805599453,1,0,1,0,0,0,0,unknown,1,ov_ev,6.821107472256465,1.3862943611198906,1,0,0.0,1,0,0,0,0.5,0,0,0
18.200.8.190,7.7437032581737535,1,1.0986122886681096,2_3,0,1,0,0,0,0,unknown,1,none_or_unknown,6.670766320845874,1.0986122886681096,1,1,0.0,0,0,0,0,0.0,0,0,0
142.250.187.238,8.352318548226004,1,1.0986122886681096,2_3,0,1,0,1,1,1,other,1,none_or_unknown,7.693025748417888,0.0,0,0,0.5999269939770031,1,0,0,0,1.0,0,1,0
147.67.34.45,9.889591447344017,0,1.0986122886681096,2_3,0,1,0,0,1,0,unknown,1,ov_ev,6.863803391452954,0.6931471805599453,1,0,0.0,1,0,0,0,0.0,0,0,0
184.25.52.209,8.482808764554406,0,1.0986122886681096,2_3,0,1,0,0,1,0,edge_or_cdn,1,ov_ev,6.947937068614969,0.6931471805599453,1,0,0.0,0,0,0,0,0.0,0,0,0
128.116.13.3,7.660114319173928,0,1.0986122886681096,2_3,0,1,0,0,1,1,unknown,1,ov_ev,6.8966943316227125,1.0986122886681096,1,0,0.0,0,0,0,0,0.0,0,0,0
172.217.23.110,8.361240889642351,1,1.0986122886681096,2_3,0,1,0,1,1,0,other,1,none_or_unknown,7.693025748417888,0.0,0,0,0.5999269939770031,1,0,0,0,1.0,0,1,0
83.224.69.202,8.760296220470051,0,1.0986122886681096,2_3,0,1,0,0,1,0,edge_or_cdn,1,ov_ev,6.694562058521095,0.6931471805599453,1,0,0.0,0,0,0,0,0.0,0,0,0
35.190.14.201,7.878155336503324,1,0.6931471805599453,1,0,1,0,1,1,0,unknown,0,none_or_unknown,0.0,0.0,0,0,0.0,1,3,1,1,0.91,0,1,0
142.251.141.66,8.352318548226004,1,1.0986122886681096,2_3,0,1,0,1,1,1,other,1,none_or_unknown,7.693025748417888,0.0,0,0,0.5999269939770031,0,0,0,0,0.0,0,0,0
217.20.156.72,6.601230118728877,0,0.6931471805599453,1,0,0,0,0,0,0,unknown,1,ov_ev,6.9584483932976555,1.0986122886681096,1,0,0.0,1,1,0,0,0.5454545454545454,0,0,0
149.154.167.99,8.129174996911793,0,1.0986122886681096,2_3,0,1,0,1,1,1,common_self_managed,1,dv,6.893656354602635,1.0986122886681096,1,0,0.0,1,0,0,0,1.02,0,1,0
20.76.201.171,7.726212650507529,0,1.0986122886681096,2_3,0,1,0,0,0,1,common_self_managed,1,ov_ev,6.859614903654202,1.0986122886681096,1,0,0.0,1,3,1,1,0.62,0,0,0
172.217.16.174,8.361240889642351,1,1.0986122886681096,2_3,0,1,0,1,1,1,other,1,none_or_unknown,7.693025748417888,0.0,0,0,0.5999269939770031,1,0,0,0,0.6666666666666666,0,1,0
13.32.220.58,7.632885505395133,1,1.0986122886681096,2_3,0,1,0,0,1,0,other,0,none_or_unknown,0.0,0.0,0,0,0.0,1,0,0,0,0.0,0,0,0
108.139.243.114,6.881411303642535,1,1.0986122886681096,2_3,0,1,0,0,1,0,other,0,none_or_unknown,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0
67.199.248.11,7.927324360309794,1,1.0986122886681096,2_3,0,1,0,1,1,1,common_self_managed,1,ov_ev,6.703188113240863,0.6931471805599453,1,0,0.0,1,0,0,0,0.5,0,0,0
211.45.27.231,0.0,0,1.0986122886681096,2_3,0,1,1,0,1,0,unknown,1,ov_ev,6.756932389247553,1.0986122886681096,1,0,0.0,1,1,0,0,0.6666666666666666,0,0,0
