dataset_size,train_size,test_size,num_features_raw,num_features_encoded,sample_to_feature_ratio,best_C,best_l1_ratio,gridsearch_cv_roc_auc,test_roc_auc,test_average_precision,test_accuracy,phishing_recall,phishing_precision,false_alarm_rate,num_stable_important_features,num_unstable_features
195,156,39,30,46,3.391304347826087,1,1.0,0.9,0.9052631578947368,0.9337880686564894,0.8461538461538461,0.7368421052631579,0.9333333333333333,0.05,10,10
