mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__C,param_clf__l1_ratio,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.0166839599609375,0.0009076833796994016,0.010718679428100586,0.002088868977455069,0.01,0.0,"{'clf__C': 0.01, 'clf__l1_ratio': 0.0}",0.83984375,0.90625,0.7166666666666667,0.9583333333333333,0.8625,0.85671875,0.0808846620752524,8,0.8846354166666667,0.9015112704918032,0.9130379098360655,0.8878073770491803,0.8988217213114755,0.8971627390710383,0.01017977995433431
0.01616830825805664,0.001201515167702734,0.009353065490722656,0.0017410658106414433,0.01,1.0,"{'clf__C': 0.01, 'clf__l1_ratio': 1.0}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,10,0.5,0.5,0.5,0.5,0.5,0.5,0.0
0.019125604629516603,0.002044406974581162,0.008646249771118164,0.00027350163166719023,0.1,0.0,"{'clf__C': 0.1, 'clf__l1_ratio': 0.0}",0.90625,0.8895833333333333,0.7875,0.9583333333333333,0.8916666666666666,0.8866666666666667,0.055474593784502424,3,0.9281250000000001,0.9463370901639344,0.9473616803278688,0.9236680327868854,0.9400614754098361,0.9371106557377049,0.009595457831094278
0.014989614486694336,0.0013429276641279387,0.008184480667114257,0.0003136292656676224,0.1,1.0,"{'clf__C': 0.1, 'clf__l1_ratio': 1.0}",0.80078125,0.8979166666666667,0.7375,0.9208333333333334,0.7625000000000001,0.8239062500000001,0.07299854034404463,9,0.8790364583333333,0.845671106557377,0.8988217213114753,0.8502817622950819,0.8744877049180328,0.8696597506830601,0.019558189079459908
0.028069067001342773,0.0020702062486555,0.009519815444946289,0.0010368196883351027,1.0,0.0,"{'clf__C': 1, 'clf__l1_ratio': 0.0}",0.921875,0.8604166666666666,0.8083333333333333,0.9666666666666667,0.9166666666666667,0.8947916666666668,0.05483561292120701,2,0.9604166666666666,0.9793801229508197,0.9732325819672132,0.9564549180327868,0.966188524590164,0.9671345628415301,0.008333300789934701
0.05921320915222168,0.01070393671725834,0.006926918029785156,0.0006764433606762564,1.0,1.0,"{'clf__C': 1, 'clf__l1_ratio': 1.0}",0.9375,0.8791666666666667,0.8333333333333334,0.9583333333333333,0.8916666666666666,0.9,0.044174527602328546,1,0.9542968749999999,0.9738729508196721,0.9638831967213115,0.9546618852459017,0.9636270491803278,0.9620683913934427,0.00721558529974072
0.07819709777832032,0.008576031488170358,0.007291650772094727,0.0008332215663046496,10.0,0.0,"{'clf__C': 10, 'clf__l1_ratio': 0.0}",0.90625,0.8333333333333334,0.7958333333333334,0.95,0.9291666666666667,0.8829166666666666,0.058695305509801086,4,0.975,0.9960297131147541,0.9873206967213115,0.9784836065573771,0.9828381147540983,0.9839344262295082,0.007328029730832021
0.23678240776062012,0.030611570526300477,0.004680252075195313,0.0006768538203276212,10.0,1.0,"{'clf__C': 10, 'clf__l1_ratio': 1.0}",0.90625,0.84375,0.8,0.95,0.9041666666666667,0.8808333333333334,0.052694744625162646,5,0.9828125,0.999359631147541,0.9896260245901638,0.9838627049180328,0.9912909836065574,0.989390368852459,0.005947730457753776
0.19295854568481446,0.015287270364259335,0.006044864654541016,0.0008256959650666184,100.0,0.0,"{'clf__C': 100, 'clf__l1_ratio': 0.0}",0.88671875,0.825,0.7958333333333334,0.9375,0.9208333333333334,0.8731770833333334,0.05458025198045535,6,0.9841145833333333,0.9996157786885246,0.9926997950819672,0.9889856557377048,0.9930840163934427,0.9916999658469944,0.005108441143916814
0.2734689235687256,0.02245090851379032,0.004021930694580078,0.0002992389449254892,100.0,1.0,"{'clf__C': 100, 'clf__l1_ratio': 1.0}",0.8671875,0.825,0.8041666666666667,0.9333333333333333,0.9166666666666666,0.8692708333333334,0.05010622397023703,7,0.9891927083333333,0.9996157786885246,0.9929559426229508,0.991547131147541,0.9948770491803278,0.9936377219945355,0.003517573975322238
