dataset_size,train_size,test_size,num_features_raw,num_features_encoded,sample_to_feature_ratio,best_C,best_l1_ratio,gridsearch_cv_roc_auc,test_roc_auc,test_average_precision,test_accuracy,phishing_recall,phishing_precision,false_alarm_rate,num_stable_important_features,num_unstable_features
195,156,39,24,31,5.032258064516129,0.01,0.0,0.8881249999999999,0.9578947368421051,0.9619260271891847,0.8717948717948718,0.8421052631578947,0.8888888888888888,0.1,1,0
