dataset_size,train_size,test_size,num_features_raw,num_features_encoded,sample_to_feature_ratio,best_C,best_l1_ratio,gridsearch_cv_roc_auc,test_roc_auc,test_average_precision,test_accuracy,phishing_recall,phishing_precision,false_alarm_rate,num_stable_important_features,num_unstable_features
195,156,39,25,32,4.875,0.1,0.0,0.8889583333333333,0.9210526315789473,0.9404465709728864,0.8717948717948718,0.7894736842105263,0.9375,0.05,10,1
