mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__C,param_clf__l1_ratio,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.01786203384399414,0.004404779039053138,0.00769648551940918,0.0008250047615189703,0.01,0.0,"{'clf__C': 0.01, 'clf__l1_ratio': 0.0}",0.859375,0.8833333333333333,0.8125,0.9875,0.8958333333333334,0.8877083333333333,0.05745015955881529,2,0.918359375,0.9175204918032787,0.9327612704918031,0.9004866803278688,0.9226434426229508,0.9183542520491802,0.010448967774786913
0.015359306335449218,0.001133837825334541,0.007865667343139648,0.0010369056281099606,0.01,1.0,"{'clf__C': 0.01, 'clf__l1_ratio': 1.0}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,10,0.5,0.5,0.5,0.5,0.5,0.5,0.0
0.01765408515930176,0.0029842880597505733,0.00769510269165039,0.00032001211355197105,0.1,0.0,"{'clf__C': 0.1, 'clf__l1_ratio': 0.0}",0.890625,0.8958333333333333,0.7916666666666667,0.9791666666666666,0.8875,0.8889583333333333,0.05942286082720088,1,0.9371093749999999,0.9433913934426229,0.9555584016393441,0.9202100409836066,0.9492827868852459,0.941110399590164,0.012112545545199664
0.014814472198486328,0.002180252079241679,0.007004976272583008,0.00033247390071980025,0.1,1.0,"{'clf__C': 0.1, 'clf__l1_ratio': 1.0}",0.85546875,0.8666666666666667,0.8916666666666666,0.9520833333333334,0.8166666666666669,0.8765104166666667,0.044859565784357604,5,0.8993489583333334,0.8762807377049181,0.9049692622950819,0.8551485655737705,0.8888319672131146,0.8849158982240437,0.017812615312268014
0.017913961410522462,0.0008617382811551778,0.008980894088745117,0.0025232424143930934,1.0,0.0,"{'clf__C': 1, 'clf__l1_ratio': 0.0}",0.87109375,0.9041666666666667,0.775,0.975,0.8666666666666667,0.8783854166666668,0.06461902575544862,4,0.9615885416666666,0.961577868852459,0.9714395491803278,0.9401895491803279,0.9684938524590163,0.9606578722677597,0.01093903041281249
0.045558929443359375,0.014892387598847253,0.008745336532592773,0.002575785962163466,1.0,1.0,"{'clf__C': 1, 'clf__l1_ratio': 1.0}",0.87890625,0.8916666666666666,0.8,0.975,0.8666666666666667,0.8824479166666667,0.05605376650666154,3,0.9549479166666666,0.9581198770491802,0.9660604508196721,0.934938524590164,0.967469262295082,0.9563072062841529,0.011674513045659416
0.05698561668395996,0.009836147613634922,0.007455301284790039,0.0016777407663586706,10.0,0.0,"{'clf__C': 10, 'clf__l1_ratio': 0.0}",0.859375,0.8916666666666666,0.7625,0.975,0.8416666666666668,0.8660416666666666,0.06912021532566769,6,0.9647135416666666,0.9672131147540983,0.9821977459016393,0.9463370901639343,0.9777151639344261,0.9676353312841529,0.012457906260131914
0.10056519508361816,0.030820006819313562,0.005366230010986328,0.0012423445772488954,10.0,1.0,"{'clf__C': 10, 'clf__l1_ratio': 1.0}",0.85546875,0.8833333333333333,0.75,0.975,0.8291666666666666,0.85859375,0.07325405575139016,7,0.9658854166666666,0.9683657786885246,0.9839907786885246,0.9481301229508197,0.9792520491803278,0.9691248292349727,0.012453149645409195
0.14909911155700684,0.023438989901416494,0.004665851593017578,0.0009804838304379832,100.0,0.0,"{'clf__C': 100, 'clf__l1_ratio': 0.0}",0.84765625,0.8916666666666667,0.725,0.9833333333333333,0.8250000000000001,0.85453125,0.08445912729852101,9,0.969140625,0.9707991803278688,0.9855276639344261,0.9512038934426229,0.983094262295082,0.971953125,0.012232460114695753
0.1993992805480957,0.012971543816575374,0.0036380767822265627,0.0001660705737993312,100.0,1.0,"{'clf__C': 100, 'clf__l1_ratio': 1.0}",0.85546875,0.8875,0.725,0.9833333333333334,0.8250000000000001,0.8552604166666666,0.08405423854488907,8,0.9727864583333332,0.971311475409836,0.985015368852459,0.9540215163934427,0.9851434426229508,0.9736556523224044,0.011425956790549543
