144.172.94.39,200,1,0,2026-01-31,
158.252.21.145,200,1,0,2026-01-31,
192.99.81.101,200,1,0,2026-01-31,
52.84.150.60,200,1,0,2026-01-31,
172.67.183.83,200,1,0,2026-01-31,
195.88.211.226,200,1,0,2026-01-31,
92.113.16.75,200,1,0,2026-01-31,
104.21.85.54,200,1,0,2026-01-31,
82.39.117.71,200,1,0,2026-01-31,
82.39.117.59,200,1,0,2026-01-31,
82.39.117.51,200,1,0,2026-01-31,
181.174.165.110,200,1,0,2026-01-31,
154.213.177.107,200,1,0,2026-01-31,
216.40.34.41,200,1,0,2026-01-31,
199.15.163.133,200,1,0,2026-01-31,
188.114.96.7,200,1,0,2026-01-31,
91.216.248.20,200,1,0,2026-01-31,
172.67.142.242,200,1,0,2026-01-31,
188.166.12.164,200,1,0,2026-01-31,
185.27.134.102,200,1,0,2026-01-31,
104.26.4.19,422,0,0,2026-01-31,unprocessable_entity
104.18.20.135,422,0,0,2026-01-31,unprocessable_entity
104.21.56.84,422,0,0,2026-01-31,unprocessable_entity
192.250.231.20,422,0,0,2026-01-31,unprocessable_entity
104.18.54.45,422,0,0,2026-01-31,unprocessable_entity
172.64.148.235,422,0,0,2026-01-31,unprocessable_entity
74.115.51.6,422,0,0,2026-01-31,unprocessable_entity
35.208.27.202,422,0,0,2026-01-31,unprocessable_entity
172.217.23.110,422,0,0,2026-01-31,unprocessable_entity
13.107.246.60,422,0,0,2026-01-31,unprocessable_entity
157.240.203.35,422,0,0,2026-01-31,unprocessable_entity
104.16.132.229,422,0,0,2026-01-31,unprocessable_entity
89.221.239.1,422,0,0,2026-01-31,unprocessable_entity
142.250.185.132,422,0,0,2026-01-31,unprocessable_entity
17.253.144.10,422,0,0,2026-01-31,unprocessable_entity
142.250.187.238,422,0,0,2026-01-31,unprocessable_entity
72.21.206.80,422,0,0,2026-01-31,unprocessable_entity
157.240.203.174,422,0,0,2026-01-31,unprocessable_entity
5.61.23.39,422,0,0,2026-01-31,unprocessable_entity
216.58.206.67,422,0,0,2026-01-31,unprocessable_entity
13.107.6.156,422,0,0,2026-01-31,unprocessable_entity
151.101.2.146,422,0,0,2026-01-31,unprocessable_entity
142.250.201.68,422,0,0,2026-01-31,unprocessable_entity
204.79.197.212,422,0,0,2026-01-31,unprocessable_entity
150.171.22.12,422,0,0,2026-01-31,unprocessable_entity
172.217.18.8,422,0,0,2026-01-31,unprocessable_entity
98.82.161.185,422,0,0,2026-01-31,unprocessable_entity
104.18.13.15,422,0,0,2026-01-31,unprocessable_entity
20.231.239.246,422,0,0,2026-01-31,unprocessable_entity
185.15.58.224,422,0,0,2026-01-31,unprocessable_entity
216.58.206.33,422,0,0,2026-01-31,unprocessable_entity
