dataset_size,train_size,test_size,num_features_raw,num_features_encoded,sample_to_feature_ratio,best_C,best_l1_ratio,gridsearch_cv_roc_auc,test_roc_auc,test_average_precision,test_accuracy,phishing_recall,phishing_precision,false_alarm_rate,num_stable_important_features,num_unstable_features
195,156,39,27,43,3.627906976744186,1,1.0,0.8983333333333334,0.9131578947368421,0.9325943218260702,0.8461538461538461,0.7368421052631579,0.9333333333333333,0.05,10,9
